MSA.Code,MSA.Name,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
27300,"Jacksonville, IL",46375,36624,6782,5652,12434,9751,0.789735849,1130,0.454560077,All (STEM and Non-STEM)
27300,"Jacksonville, IL",80625,58750,257,61,318,21875,0.728682171,196,0.191823899,All STEM
27300,"Jacksonville, IL",95341,58523,122,53,175,36818,0.613828259,69,0.302857143,Computer and Mathematical
27300,"Jacksonville, IL",70096,NA,109,0,109,NA,NA,109,0,Architecture and Engineering
27300,"Jacksonville, IL",60227,NA,26,8,34,NA,NA,18,0.235294118,"Life, Physical, and Social Sciences"
27340,"Jacksonville, NC",40229,31674,23778,19660,43438,8555,0.787342464,4118,0.452599107,All (STEM and Non-STEM)
27340,"Jacksonville, NC",50564,39821,1636,415,2051,10743,0.787536587,1221,0.202340322,All STEM
27340,"Jacksonville, NC",48424,34821,959,248,1207,13603,0.719085577,711,0.205468103,Computer and Mathematical
27340,"Jacksonville, NC",53875,51563,573,67,640,2312,0.957085847,506,0.1046875,Architecture and Engineering
27340,"Jacksonville, NC",51875,70500,104,100,204,-18625,1.359036145,4,0.490196078,"Life, Physical, and Social Sciences"
27380,"Jacksonville, TX",45008,32659,8424,6161,14585,12349,0.725626555,2263,0.422420295,All (STEM and Non-STEM)
27380,"Jacksonville, TX",63889,47150,320,61,381,16739,0.737998717,259,0.160104987,All STEM
27380,"Jacksonville, TX",62824,NA,146,29,175,NA,NA,117,0.165714286,Computer and Mathematical
27380,"Jacksonville, TX",95052,NA,47,0,47,NA,NA,47,0,Architecture and Engineering
27380,"Jacksonville, TX",91838,60761,127,32,159,31077,0.661610662,95,0.201257862,"Life, Physical, and Social Sciences"
27420,"Jamestown, ND",52736,35160,4303,3259,7562,17576,0.666717233,1044,0.430970643,All (STEM and Non-STEM)
27420,"Jamestown, ND",75565,39018,356,105,461,36547,0.516350162,251,0.227765727,All STEM
27420,"Jamestown, ND",76786,33906,46,27,73,42880,0.441564869,19,0.369863014,Computer and Mathematical
27420,"Jamestown, ND",76950,60313,141,29,170,16637,0.783794672,112,0.170588235,Architecture and Engineering
27420,"Jamestown, ND",63281,50781,169,49,218,12500,0.802468355,120,0.224770642,"Life, Physical, and Social Sciences"
27460,"Jamestown-Dunkirk-Fredonia, NY",47520,37536,21393,15627,37020,9984,0.78989899,5766,0.422123177,All (STEM and Non-STEM)
27460,"Jamestown-Dunkirk-Fredonia, NY",62847,56544,1048,345,1393,6303,0.899708817,703,0.247666906,All STEM
27460,"Jamestown-Dunkirk-Fredonia, NY",53854,56250,325,155,480,-2396,1.04449066,170,0.322916667,Computer and Mathematical
27460,"Jamestown-Dunkirk-Fredonia, NY",69955,66324,565,116,681,3631,0.948095204,449,0.170337739,Architecture and Engineering
27460,"Jamestown-Dunkirk-Fredonia, NY",62841,44063,158,74,232,18778,0.701182349,84,0.318965517,"Life, Physical, and Social Sciences"
27500,"Janesville-Beloit, WI",50505,39502,31350,23670,55020,11003,0.782140382,7680,0.430207197,All (STEM and Non-STEM)
27500,"Janesville-Beloit, WI",67661,59167,2378,740,3118,8494,0.874462393,1638,0.237331623,All STEM
27500,"Janesville-Beloit, WI",58906,47067,729,412,1141,11839,0.799018776,317,0.361086766,Computer and Mathematical
27500,"Janesville-Beloit, WI",75464,66250,1319,150,1469,9214,0.877902046,1169,0.102110279,Architecture and Engineering
27500,"Janesville-Beloit, WI",59015,62237,330,178,508,-3222,1.054596289,152,0.350393701,"Life, Physical, and Social Sciences"
27530,"Jasper, AL",48366,34324,10523,7454,17977,14042,0.709672084,3069,0.41464093,All (STEM and Non-STEM)
27530,"Jasper, AL",78295,61685,369,73,442,16610,0.787853631,296,0.165158371,All STEM
27530,"Jasper, AL",100368,NA,179,20,199,NA,NA,159,0.100502513,Computer and Mathematical
27530,"Jasper, AL",61250,NA,185,16,201,NA,NA,169,0.07960199,Architecture and Engineering
27530,"Jasper, AL",NA,NA,5,37,42,NA,NA,-32,0.880952381,"Life, Physical, and Social Sciences"
27540,"Jasper, IN",48488,34127,12164,8460,20624,14361,0.703823626,3704,0.410201707,All (STEM and Non-STEM)
27540,"Jasper, IN",72892,51875,943,169,1112,21017,0.711669319,774,0.151978417,All STEM
27540,"Jasper, IN",74500,53210,120,113,233,21290,0.714228188,7,0.484978541,Computer and Mathematical
27540,"Jasper, IN",73553,NA,758,13,771,NA,NA,745,0.016861219,Architecture and Engineering
27540,"Jasper, IN",59018,50625,65,43,108,8393,0.857789149,22,0.398148148,"Life, Physical, and Social Sciences"
27580,"Jayuya, PR",19194,20687,1342,1076,2418,-1493,1.077784724,266,0.444995864,All (STEM and Non-STEM)
27580,"Jayuya, PR",NA,28846,9,50,59,NA,NA,-41,0.847457627,All STEM
27580,"Jayuya, PR",NA,NA,0,0,0,NA,NA,0,NA,Computer and Mathematical
27580,"Jayuya, PR",NA,NA,9,39,48,NA,NA,-30,0.8125,Architecture and Engineering
27580,"Jayuya, PR",NA,NA,0,11,11,NA,NA,-11,1,"Life, Physical, and Social Sciences"
27600,"Jefferson, GA",53292,39169,13461,9682,23143,14123,0.734988366,3779,0.418355442,All (STEM and Non-STEM)
27600,"Jefferson, GA",79883,54871,1103,509,1612,25012,0.68689208,594,0.315756824,All STEM
27600,"Jefferson, GA",81863,59458,535,211,746,22405,0.726311032,324,0.282841823,Computer and Mathematical
27600,"Jefferson, GA",101136,60240,370,167,537,40896,0.595633602,203,0.310986965,Architecture and Engineering
27600,"Jefferson, GA",48538,32782,198,131,329,15756,0.675388356,67,0.398176292,"Life, Physical, and Social Sciences"
27620,"Jefferson City, MO",45574,37830,29034,25006,54040,7744,0.830078554,4028,0.46273131,All (STEM and Non-STEM)
27620,"Jefferson City, MO",57225,49229,2339,1019,3358,7996,0.860270861,1320,0.303454437,All STEM
27620,"Jefferson City, MO",59628,49757,1298,745,2043,9871,0.834456967,553,0.364659814,Computer and Mathematical
27620,"Jefferson City, MO",56405,43750,731,29,760,12655,0.775640457,702,0.038157895,Architecture and Engineering
27620,"Jefferson City, MO",52697,48802,310,245,555,3895,0.926086874,65,0.441441441,"Life, Physical, and Social Sciences"
27660,"Jennings, LA",56371,30231,4865,3614,8479,26140,0.536286388,1251,0.426229508,All (STEM and Non-STEM)
27660,"Jennings, LA",75515,22375,87,43,130,53140,0.296298749,44,0.330769231,All STEM
27660,"Jennings, LA",NA,NA,0,12,12,NA,NA,-12,1,Computer and Mathematical
27660,"Jennings, LA",92917,NA,57,0,57,NA,NA,57,0,Architecture and Engineering
27660,"Jennings, LA",NA,39792,30,31,61,NA,NA,-1,0.508196721,"Life, Physical, and Social Sciences"
27700,"Jesup, GA",46279,30788,4693,3436,8129,15491,0.665269345,1257,0.422684217,All (STEM and Non-STEM)
27700,"Jesup, GA",59412,72639,112,119,231,-13227,1.222631792,-7,0.515151515,All STEM
27700,"Jesup, GA",55781,36250,57,52,109,19531,0.649862857,5,0.47706422,Computer and Mathematical
27700,"Jesup, GA",80096,NA,55,11,66,NA,NA,44,0.166666667,Architecture and Engineering
27700,"Jesup, GA",NA,78372,0,56,56,NA,NA,-56,1,"Life, Physical, and Social Sciences"
27740,"Johnson City, TN",43876,34194,36492,27376,63868,9682,0.779332665,9116,0.428634058,All (STEM and Non-STEM)
27740,"Johnson City, TN",72719,44853,2534,618,3152,27866,0.616798911,1916,0.19606599,All STEM
27740,"Johnson City, TN",68447,60156,1042,305,1347,8291,0.878869782,737,0.226429102,Computer and Mathematical
27740,"Johnson City, TN",81042,71786,1084,74,1158,9256,0.885787616,1010,0.063903282,Architecture and Engineering
27740,"Johnson City, TN",64879,36875,408,239,647,28004,0.568365727,169,0.369397218,"Life, Physical, and Social Sciences"
27780,"Johnstown, PA",47597,35859,22684,16742,39426,11738,0.753387819,5942,0.424643636,All (STEM and Non-STEM)
27780,"Johnstown, PA",63750,52438,1231,391,1622,11312,0.822556863,840,0.241060419,All STEM
27780,"Johnstown, PA",59286,44632,450,239,689,14654,0.752825288,211,0.346879536,Computer and Mathematical
27780,"Johnstown, PA",68929,32083,674,37,711,36846,0.465449956,637,0.052039381,Architecture and Engineering
27780,"Johnstown, PA",49602,57250,107,115,222,-7648,1.154187331,-8,0.518018018,"Life, Physical, and Social Sciences"
27860,"Jonesboro, AR",42797,35618,23831,18683,42514,7179,0.832254597,5148,0.439455238,All (STEM and Non-STEM)
27860,"Jonesboro, AR",53510,49122,1015,326,1341,4388,0.917996636,689,0.243102163,All STEM
27860,"Jonesboro, AR",67574,42292,285,169,454,25282,0.625862018,116,0.372246696,Computer and Mathematical
27860,"Jonesboro, AR",53561,51563,420,81,501,1998,0.962696738,339,0.161676647,Architecture and Engineering
27860,"Jonesboro, AR",52833,49565,310,76,386,3268,0.93814472,234,0.196891192,"Life, Physical, and Social Sciences"
27900,"Joplin, MO",42924,34154,34047,25932,59979,8770,0.795685397,8115,0.432351323,All (STEM and Non-STEM)
27900,"Joplin, MO",63021,60703,1865,379,2244,2318,0.96321861,1486,0.168894831,All STEM
27900,"Joplin, MO",48304,46792,843,164,1007,1512,0.968698244,679,0.16285998,Computer and Mathematical
27900,"Joplin, MO",69688,69125,812,133,945,563,0.991921134,679,0.140740741,Architecture and Engineering
27900,"Joplin, MO",53750,59821,210,82,292,-6071,1.112948837,128,0.280821918,"Life, Physical, and Social Sciences"
27940,"Juneau, AK",61776,57732,6266,5243,11509,4044,0.934537685,1023,0.455556521,All (STEM and Non-STEM)
27940,"Juneau, AK",87434,70294,656,318,974,17140,0.80396642,338,0.326488706,All STEM
27940,"Juneau, AK",88125,77563,251,121,372,10562,0.880147518,130,0.325268817,Computer and Mathematical
27940,"Juneau, AK",105556,65313,152,13,165,40243,0.618752132,139,0.078787879,Architecture and Engineering
27940,"Juneau, AK",76058,70515,253,184,437,5543,0.927121407,69,0.421052632,"Life, Physical, and Social Sciences"
27980,"Kahului-Wailuku-Lahaina, HI",51004,42242,32263,28331,60594,8762,0.828209552,3932,0.467554543,All (STEM and Non-STEM)
27980,"Kahului-Wailuku-Lahaina, HI",63340,54957,1227,541,1768,8383,0.867650774,686,0.305995475,All STEM
27980,"Kahului-Wailuku-Lahaina, HI",67188,68051,504,153,657,-863,1.012844556,351,0.232876712,Computer and Mathematical
27980,"Kahului-Wailuku-Lahaina, HI",63472,81033,478,158,636,-17561,1.276673179,320,0.248427673,Architecture and Engineering
27980,"Kahului-Wailuku-Lahaina, HI",54191,51154,245,230,475,3037,0.943957484,15,0.484210526,"Life, Physical, and Social Sciences"
28020,"Kalamazoo-Portage, MI",52398,41810,47537,38009,85546,10588,0.797931219,9528,0.444310663,All (STEM and Non-STEM)
28020,"Kalamazoo-Portage, MI",77058,57406,5112,2154,7266,19652,0.74497132,2958,0.296449216,All STEM
28020,"Kalamazoo-Portage, MI",74425,55385,1821,812,2633,19040,0.744171985,1009,0.308393468,Computer and Mathematical
28020,"Kalamazoo-Portage, MI",82021,64550,2344,333,2677,17471,0.786993575,2011,0.124392977,Architecture and Engineering
28020,"Kalamazoo-Portage, MI",65344,54659,947,1009,1956,10685,0.836480779,-62,0.515848671,"Life, Physical, and Social Sciences"
28060,"Kalispell, MT",48512,35576,18749,14006,32755,12936,0.733344327,4743,0.42759884,All (STEM and Non-STEM)
28060,"Kalispell, MT",67881,50882,1519,386,1905,16999,0.749576465,1133,0.202624672,All STEM
28060,"Kalispell, MT",71250,53717,564,115,679,17533,0.753922807,449,0.169366716,Computer and Mathematical
28060,"Kalispell, MT",67872,51750,738,33,771,16122,0.762464639,705,0.042801556,Architecture and Engineering
28060,"Kalispell, MT",56563,42778,217,238,455,13785,0.756289447,-21,0.523076923,"Life, Physical, and Social Sciences"
28100,"Kankakee, IL",54771,40428,20078,15112,35190,14343,0.738127841,4966,0.429440182,All (STEM and Non-STEM)
28100,"Kankakee, IL",76000,54737,1112,222,1334,21263,0.720223684,890,0.166416792,All STEM
28100,"Kankakee, IL",62798,41285,462,107,569,21513,0.657425396,355,0.188049209,Computer and Mathematical
28100,"Kankakee, IL",71813,91250,444,20,464,-19437,1.270661301,424,0.043103448,Architecture and Engineering
28100,"Kankakee, IL",91786,68750,206,95,301,23036,0.749024906,111,0.315614618,"Life, Physical, and Social Sciences"
28140,"Kansas City, MO-KS",55622,43867,446062,350010,796072,11755,0.788662759,96052,0.439671286,All (STEM and Non-STEM)
28140,"Kansas City, MO-KS",80656,65685,50798,15343,66141,14971,0.814384547,35455,0.231974116,All STEM
28140,"Kansas City, MO-KS",80831,70874,30241,9169,39410,9957,0.876817063,21072,0.232656686,Computer and Mathematical
28140,"Kansas City, MO-KS",84188,67599,16872,2823,19695,16589,0.802952915,14049,0.143335872,Architecture and Engineering
28140,"Kansas City, MO-KS",65916,56190,3685,3351,7036,9726,0.852448571,334,0.476264923,"Life, Physical, and Social Sciences"
28180,"Kapaa, HI",49253,40225,14069,12949,27018,9028,0.816701521,1120,0.479273077,All (STEM and Non-STEM)
28180,"Kapaa, HI",78319,55588,827,198,1025,22731,0.709763914,629,0.193170732,All STEM
28180,"Kapaa, HI",74459,53750,302,24,326,20709,0.721873783,278,0.073619632,Computer and Mathematical
28180,"Kapaa, HI",64821,55441,335,46,381,9380,0.855293809,289,0.120734908,Architecture and Engineering
28180,"Kapaa, HI",92000,62632,190,128,318,29368,0.680782609,62,0.402515723,"Life, Physical, and Social Sciences"
28260,"Kearney, NE",49924,37809,12631,8994,21625,12115,0.757331143,3637,0.415907514,All (STEM and Non-STEM)
28260,"Kearney, NE",66105,53250,823,182,1005,12855,0.805536646,641,0.181094527,All STEM
28260,"Kearney, NE",57061,40227,368,72,440,16834,0.704982387,296,0.163636364,Computer and Mathematical
28260,"Kearney, NE",78875,95556,355,14,369,-16681,1.211486529,341,0.037940379,Architecture and Engineering
28260,"Kearney, NE",63571,54250,100,96,196,9321,0.85337654,4,0.489795918,"Life, Physical, and Social Sciences"
28300,"Keene, NH",52134,41359,15019,11429,26448,10775,0.793321057,3590,0.432130974,All (STEM and Non-STEM)
28300,"Keene, NH",80300,65595,1482,336,1818,14705,0.816874222,1146,0.184818482,All STEM
28300,"Keene, NH",78625,65536,675,186,861,13089,0.833526232,489,0.216027875,Computer and Mathematical
28300,"Keene, NH",80670,59844,621,49,670,20826,0.741837114,572,0.073134328,Architecture and Engineering
28300,"Keene, NH",69833,66250,186,101,287,3583,0.948691879,85,0.351916376,"Life, Physical, and Social Sciences"
28340,"Kendallville, IN",46750,34853,10111,6626,16737,11897,0.745518717,3485,0.395889347,All (STEM and Non-STEM)
28340,"Kendallville, IN",61771,55809,397,173,570,5962,0.903482217,224,0.303508772,All STEM
28340,"Kendallville, IN",62798,74250,107,42,149,-11452,1.182362496,65,0.281879195,Computer and Mathematical
28340,"Kendallville, IN",70658,54375,240,74,314,16283,0.769551926,166,0.23566879,Architecture and Engineering
28340,"Kendallville, IN",32315,52292,50,57,107,-19977,1.618195884,-7,0.53271028,"Life, Physical, and Social Sciences"
28380,"Kennett, MO",41726,30616,4371,3614,7985,11110,0.733739155,757,0.452598622,All (STEM and Non-STEM)
28380,"Kennett, MO",60833,24432,74,17,91,36401,0.401624118,57,0.186813187,All STEM
28380,"Kennett, MO",62500,NA,38,4,42,NA,NA,34,0.095238095,Computer and Mathematical
28380,"Kennett, MO",110179,NA,26,6,32,NA,NA,20,0.1875,Architecture and Engineering
28380,"Kennett, MO",NA,NA,10,7,17,NA,NA,3,0.411764706,"Life, Physical, and Social Sciences"
28420,"Kennewick-Richland, WA",58484,41278,54767,34939,89706,17206,0.705799877,19828,0.389483424,All (STEM and Non-STEM)
28420,"Kennewick-Richland, WA",94063,74528,6585,1780,8365,19535,0.792320041,4805,0.212791393,All STEM
28420,"Kennewick-Richland, WA",77895,84000,1870,526,2396,-6105,1.078374735,1344,0.219532554,Computer and Mathematical
28420,"Kennewick-Richland, WA",104779,80341,3056,323,3379,24438,0.766766241,2733,0.095590411,Architecture and Engineering
28420,"Kennewick-Richland, WA",87473,63510,1659,931,2590,23963,0.726052611,728,0.359459459,"Life, Physical, and Social Sciences"
28500,"Kerrville, TX",43532,38780,8373,6947,15320,4752,0.890838923,1426,0.45345953,All (STEM and Non-STEM)
28500,"Kerrville, TX",72545,56750,287,63,350,15795,0.782273072,224,0.18,All STEM
28500,"Kerrville, TX",60733,NA,133,0,133,NA,NA,133,0,Computer and Mathematical
28500,"Kerrville, TX",79333,NA,112,0,112,NA,NA,112,0,Architecture and Engineering
28500,"Kerrville, TX",52500,56750,42,63,105,-4250,1.080952381,-21,0.6,"Life, Physical, and Social Sciences"
28540,"Ketchikan, AK",54756,45201,2711,2154,4865,9555,0.825498575,557,0.442754368,All (STEM and Non-STEM)
28540,"Ketchikan, AK",68750,75795,148,69,217,-7045,1.102472727,79,0.31797235,All STEM
28540,"Ketchikan, AK",67125,77917,45,24,69,-10792,1.160774674,21,0.347826087,Computer and Mathematical
28540,"Ketchikan, AK",68542,90500,76,26,102,-21958,1.32035832,50,0.254901961,Architecture and Engineering
28540,"Ketchikan, AK",78068,68875,27,19,46,9193,0.882243685,8,0.413043478,"Life, Physical, and Social Sciences"
28580,"Key West, FL",45392,40500,16758,12073,28831,4892,0.892227705,4685,0.41875065,All (STEM and Non-STEM)
28580,"Key West, FL",95846,64929,625,290,915,30917,0.677430461,335,0.316939891,All STEM
28580,"Key West, FL",109074,74357,246,126,372,34717,0.681711499,120,0.338709677,Computer and Mathematical
28580,"Key West, FL",90417,NA,232,20,252,NA,NA,212,0.079365079,Architecture and Engineering
28580,"Key West, FL",85795,51296,147,144,291,34499,0.59789032,3,0.494845361,"Life, Physical, and Social Sciences"
28620,"Kill Devil Hills, NC",43393,39672,6713,5241,11954,3721,0.914248842,1472,0.438430651,All (STEM and Non-STEM)
28620,"Kill Devil Hills, NC",64545,56656,460,69,529,7889,0.877775196,391,0.130434783,All STEM
28620,"Kill Devil Hills, NC",52208,56750,241,56,297,-4542,1.086998161,185,0.188552189,Computer and Mathematical
28620,"Kill Devil Hills, NC",68798,NA,145,0,145,NA,NA,145,0,Architecture and Engineering
28620,"Kill Devil Hills, NC",44000,NA,74,13,87,NA,NA,61,0.149425287,"Life, Physical, and Social Sciences"
28660,"Killeen-Temple, TX",44462,35695,69429,56015,125444,8767,0.802820386,13414,0.446533912,All (STEM and Non-STEM)
28660,"Killeen-Temple, TX",71250,54806,4409,1523,5932,16444,0.769207018,2886,0.256743088,All STEM
28660,"Killeen-Temple, TX",70931,54492,2688,967,3655,16439,0.768239557,1721,0.264569083,Computer and Mathematical
28660,"Killeen-Temple, TX",67035,80221,1319,252,1571,-13186,1.196703215,1067,0.160407384,Architecture and Engineering
28660,"Killeen-Temple, TX",82188,47000,402,304,706,35188,0.571859639,98,0.430594901,"Life, Physical, and Social Sciences"
28700,"Kingsport-Bristol, TN-VA",44628,35157,50816,38495,89311,9471,0.787778973,12321,0.431021935,All (STEM and Non-STEM)
28700,"Kingsport-Bristol, TN-VA",70756,61140,3608,1048,4656,9616,0.864096331,2560,0.225085911,All STEM
28700,"Kingsport-Bristol, TN-VA",64420,61500,1403,428,1831,2920,0.954672462,975,0.233752048,Computer and Mathematical
28700,"Kingsport-Bristol, TN-VA",76190,82917,1504,309,1813,-6727,1.088292427,1195,0.170435742,Architecture and Engineering
28700,"Kingsport-Bristol, TN-VA",70547,53615,701,311,1012,16932,0.759989794,390,0.307312253,"Life, Physical, and Social Sciences"
28740,"Kingston, NY",54999,47056,32071,26366,58437,7943,0.855579192,5705,0.451186748,All (STEM and Non-STEM)
28740,"Kingston, NY",82218,71943,2334,903,3237,10275,0.875027366,1431,0.278962002,All STEM
28740,"Kingston, NY",82026,81895,1213,315,1528,131,0.998402945,898,0.206151832,Computer and Mathematical
28740,"Kingston, NY",81858,107589,917,148,1065,-25731,1.314337023,769,0.138967136,Architecture and Engineering
28740,"Kingston, NY",83421,70036,204,440,644,13385,0.839548795,-236,0.683229814,"Life, Physical, and Social Sciences"
28780,"Kingsville, TX",46937,31725,4783,3255,8038,15212,0.675906002,1528,0.40495148,All (STEM and Non-STEM)
28780,"Kingsville, TX",48015,41319,189,93,282,6696,0.86054358,96,0.329787234,All STEM
28780,"Kingsville, TX",NA,NA,33,0,33,NA,NA,33,0,Computer and Mathematical
28780,"Kingsville, TX",22217,NA,149,0,149,NA,NA,149,0,Architecture and Engineering
28780,"Kingsville, TX",NA,41319,7,93,100,NA,NA,-86,0.93,"Life, Physical, and Social Sciences"
28820,"Kinston, NC",36394,32097,8755,6951,15706,4297,0.881931088,1804,0.442569719,All (STEM and Non-STEM)
28820,"Kinston, NC",55444,42845,412,168,580,12599,0.772761706,244,0.289655172,All STEM
28820,"Kinston, NC",66300,49792,82,49,131,16508,0.751010558,33,0.374045802,Computer and Mathematical
28820,"Kinston, NC",45677,42955,215,62,277,2722,0.940407645,153,0.223826715,Architecture and Engineering
28820,"Kinston, NC",51713,39083,115,57,172,12630,0.755767409,58,0.331395349,"Life, Physical, and Social Sciences"
28860,"Kirksville, MO",42924,32795,4308,3777,8085,10129,0.764024788,531,0.46716141,All (STEM and Non-STEM)
28860,"Kirksville, MO",46375,51563,142,76,218,-5188,1.11187062,66,0.348623853,All STEM
28860,"Kirksville, MO",59318,61429,88,40,128,-2111,1.035587849,48,0.3125,Computer and Mathematical
28860,"Kirksville, MO",42250,NA,29,6,35,NA,NA,23,0.171428571,Architecture and Engineering
28860,"Kirksville, MO",25417,47500,25,30,55,-22083,1.86882795,-5,0.545454545,"Life, Physical, and Social Sciences"
28900,"Klamath Falls, OR",46700,34011,10337,7282,17619,12689,0.728286938,3055,0.41330382,All (STEM and Non-STEM)
28900,"Klamath Falls, OR",47162,56801,562,205,767,-9639,1.204380645,357,0.267275098,All STEM
28900,"Klamath Falls, OR",36433,49276,252,111,363,-12843,1.352510087,141,0.305785124,Computer and Mathematical
28900,"Klamath Falls, OR",65156,NA,135,0,135,NA,NA,135,0,Architecture and Engineering
28900,"Klamath Falls, OR",48295,57206,175,94,269,-8911,1.184511854,81,0.349442379,"Life, Physical, and Social Sciences"
28940,"Knoxville, TN",49230,37877,161324,122419,283743,11353,0.769388584,38905,0.431443243,All (STEM and Non-STEM)
28940,"Knoxville, TN",80660,60172,16400,4542,20942,20488,0.745995537,11858,0.216884729,All STEM
28940,"Knoxville, TN",74635,56400,6691,2130,8821,18235,0.755677631,4561,0.241469221,Computer and Mathematical
28940,"Knoxville, TN",85906,66392,6565,959,7524,19514,0.772844737,5606,0.127458799,Architecture and Engineering
28940,"Knoxville, TN",77096,62962,3144,1453,4597,14134,0.816670126,1691,0.316075702,"Life, Physical, and Social Sciences"
29020,"Kokomo, IN",51449,38113,14759,11053,25812,13336,0.740791852,3706,0.428211684,All (STEM and Non-STEM)
29020,"Kokomo, IN",85962,59883,1280,407,1687,26079,0.696621763,873,0.241256669,All STEM
29020,"Kokomo, IN",90033,70139,435,143,578,19894,0.779036575,292,0.247404844,Computer and Mathematical
29020,"Kokomo, IN",86202,54925,800,179,979,31277,0.637166191,621,0.182839632,Architecture and Engineering
29020,"Kokomo, IN",75547,41458,45,85,130,34089,0.548770964,-40,0.653846154,"Life, Physical, and Social Sciences"
29060,"Laconia, NH",53581,42106,11205,9704,20909,11475,0.785838264,1501,0.464106366,All (STEM and Non-STEM)
29060,"Laconia, NH",93342,69954,941,352,1293,23388,0.749437552,589,0.272235112,All STEM
29060,"Laconia, NH",93750,69375,416,159,575,24375,0.74,257,0.276521739,Computer and Mathematical
29060,"Laconia, NH",86683,73396,401,146,547,13287,0.846717349,255,0.26691042,Architecture and Engineering
29060,"Laconia, NH",180187,57250,124,47,171,122937,0.317725474,77,0.274853801,"Life, Physical, and Social Sciences"
29100,"La Crosse-Onalaska, WI-MN",50403,39643,27406,21109,48515,10760,0.786520644,6297,0.435102546,All (STEM and Non-STEM)
29100,"La Crosse-Onalaska, WI-MN",64368,56625,2161,699,2860,7743,0.879707308,1462,0.244405594,All STEM
29100,"La Crosse-Onalaska, WI-MN",62612,54390,1092,358,1450,8222,0.868683319,734,0.246896552,Computer and Mathematical
29100,"La Crosse-Onalaska, WI-MN",73523,75066,843,79,922,-1543,1.02098663,764,0.085683297,Architecture and Engineering
29100,"La Crosse-Onalaska, WI-MN",53750,67667,226,262,488,-13917,1.25892093,-36,0.536885246,"Life, Physical, and Social Sciences"
29180,"Lafayette, LA",53541,35232,91036,69643,160679,18309,0.658037765,21393,0.433429384,All (STEM and Non-STEM)
29180,"Lafayette, LA",77096,56105,6038,1776,7814,20991,0.727729065,4262,0.227284361,All STEM
29180,"Lafayette, LA",67679,55845,2073,728,2801,11834,0.825145171,1345,0.259907176,Computer and Mathematical
29180,"Lafayette, LA",85362,73534,2728,355,3083,11828,0.861437173,2373,0.115147584,Architecture and Engineering
29180,"Lafayette, LA",82042,53564,1237,693,1930,28478,0.652885108,544,0.359067358,"Life, Physical, and Social Sciences"
29200,"Lafayette-West Lafayette, IN",50028,37729,43626,29683,73309,12299,0.754157672,13943,0.404902536,All (STEM and Non-STEM)
29200,"Lafayette-West Lafayette, IN",76493,50619,3895,1809,5704,25874,0.661746827,2086,0.317145863,All STEM
29200,"Lafayette-West Lafayette, IN",69953,57866,1420,560,1980,12087,0.827212557,860,0.282828283,Computer and Mathematical
29200,"Lafayette-West Lafayette, IN",80694,70179,1786,394,2180,10515,0.869692914,1392,0.180733945,Architecture and Engineering
29200,"Lafayette-West Lafayette, IN",56172,42257,689,855,1544,13915,0.752278715,-166,0.553756477,"Life, Physical, and Social Sciences"
29260,"La Grande, OR",47230,36994,4390,3175,7565,10236,0.783273343,1215,0.419695968,All (STEM and Non-STEM)
29260,"La Grande, OR",73750,65536,273,51,324,8214,0.888623729,222,0.157407407,All STEM
29260,"La Grande, OR",65341,NA,95,3,98,NA,NA,92,0.030612245,Computer and Mathematical
29260,"La Grande, OR",70625,64432,80,17,97,6193,0.912311504,63,0.175257732,Architecture and Engineering
29260,"La Grande, OR",76143,66250,98,31,129,9893,0.870073414,67,0.240310078,"Life, Physical, and Social Sciences"
29300,"LaGrange, GA-AL",43264,32775,17399,14816,32215,10489,0.757558247,2583,0.45990998,All (STEM and Non-STEM)
29300,"LaGrange, GA-AL",64726,42354,744,189,933,22372,0.654358372,555,0.202572347,All STEM
29300,"LaGrange, GA-AL",63271,53375,317,113,430,9896,0.843593431,204,0.262790698,Computer and Mathematical
29300,"LaGrange, GA-AL",82159,NA,365,61,426,NA,NA,304,0.143192488,Architecture and Engineering
29300,"LaGrange, GA-AL",73026,NA,62,15,77,NA,NA,47,0.194805195,"Life, Physical, and Social Sciences"
29340,"Lake Charles, LA",57799,34093,37990,28215,66205,23706,0.589854496,9775,0.426176271,All (STEM and Non-STEM)
29340,"Lake Charles, LA",92188,49813,2228,815,3043,42375,0.540341476,1413,0.267827802,All STEM
29340,"Lake Charles, LA",63664,39537,437,288,725,24127,0.621026012,149,0.397241379,Computer and Mathematical
29340,"Lake Charles, LA",95750,69766,1218,131,1349,25984,0.728626632,1087,0.09710897,Architecture and Engineering
29340,"Lake Charles, LA",95230,53045,573,396,969,42185,0.557019847,177,0.408668731,"Life, Physical, and Social Sciences"
29380,"Lake City, FL",42222,36362,10543,8214,18757,5860,0.861209796,2329,0.437916511,All (STEM and Non-STEM)
29380,"Lake City, FL",68333,58646,430,126,556,9687,0.858238333,304,0.226618705,All STEM
29380,"Lake City, FL",75313,NA,199,41,240,NA,NA,158,0.170833333,Computer and Mathematical
29380,"Lake City, FL",68526,37344,216,68,284,31182,0.544961037,148,0.23943662,Architecture and Engineering
29380,"Lake City, FL",NA,NA,15,17,32,NA,NA,-2,0.53125,"Life, Physical, and Social Sciences"
